Simulation,Policy,nPublic,nPrivate,nCar,PatientProb,nPatient,nPublicSaved,nPrivateSaved,nCarSaved,nTotalSaved,nDead,nAlive,PublicCost,PrivateCost,TotalCost,DeathRate
SIMUL,1,4,1,20,0.65,3263,416,102,2358,2876,353,34,20000,8650,28650,0.108182654
SIMUL,1,4,1,20,0.65,3289,421,120,2372,2913,348,28,20000,9000,29000,0.105807236
SIMUL,1,4,1,20,0.65,3237,439,114,2318,2871,328,38,20000,8850,28850,0.10132839
SIMUL,1,4,1,20,0.65,3268,442,106,2367,2915,319,34,20000,8750,28750,0.097613219
SIMUL,1,4,1,20,0.65,3268,466,100,2356,2922,315,31,20000,8500,28500,0.096389229
SIMUL,1,4,1,20,0.65,3247,472,124,2373,2969,243,35,20000,8350,28350,0.074838312
SIMUL,1,4,1,20,0.65,3291,409,101,2385,2895,369,27,20000,8600,28600,0.112123974
SIMUL,1,4,1,20,0.65,3225,404,110,2323,2837,365,23,20000,8950,28950,0.113178295
SIMUL,1,4,1,20,0.65,3267,438,108,2374,2920,314,33,20000,8350,28350,0.096112642
SIMUL,1,4,1,20,0.65,3258,476,113,2360,2949,286,23,20000,8750,28750,0.087783917
SIMUL,1,4,1,20,0.65,3235,520,123,2355,2998,207,30,20000,8350,28350,0.063987635
SIMUL,1,4,1,20,0.65,3196,429,100,2297,2826,338,32,20000,8300,28300,0.105757196
SIMUL,1,4,1,20,0.65,3251,471,120,2376,2967,259,25,20000,8850,28850,0.079667795
SIMUL,1,4,1,20,0.7,3508,357,86,2510,2953,520,35,20000,9900,29900,0.148232611
SIMUL,1,4,1,20,0.7,3556,372,99,2556,3027,482,47,20000,9750,29750,0.135545557
SIMUL,1,4,1,20,0.7,3513,422,87,2524,3033,439,41,20000,9250,29250,0.124964418
SIMUL,1,4,1,20,0.7,3515,409,96,2514,3019,457,39,20000,9800,29800,0.130014225
SIMUL,1,4,1,20,0.7,3534,356,103,2530,2989,513,32,20000,9750,29750,0.14516129
SIMUL,1,4,1,20,0.7,3443,372,92,2484,2948,462,33,20000,9250,29250,0.134185304
SIMUL,1,4,1,20,0.7,3593,376,96,2597,3069,476,48,20000,9750,29750,0.132479822
SIMUL,1,4,1,20,0.7,3513,373,89,2533,2995,478,40,20000,9500,29500,0.13606604
SIMUL,1,4,1,20,0.7,3491,420,103,2482,3005,450,36,20000,9700,29700,0.128902893
SIMUL,1,4,1,20,0.7,3537,400,99,2550,3049,448,40,20000,9600,29600,0.126661012
SIMUL,1,4,1,20,0.7,3499,400,92,2542,3034,430,35,20000,9300,29300,0.122892255
SIMUL,1,4,1,20,0.7,3494,408,89,2538,3035,428,31,20000,9050,29050,0.122495707
SIMUL,1,4,1,20,0.7,3509,460,111,2558,3129,347,33,20000,9200,29200,0.098888572
SIMUL,1,4,1,20,0.7,3475,373,90,2516,2979,456,40,20000,9350,29350,0.131223022
SIMUL,1,4,1,20,0.7,3515,409,96,2514,3019,457,39,20000,9800,29800,0.130014225
SIMUL,1,4,1,20,0.7,3499,399,97,2541,3037,437,25,20000,9400,29400,0.124892827
SIMUL,1,4,1,20,0.7,3521,406,91,2537,3034,459,28,20000,9750,29750,0.130360693
SIMUL,1,4,1,20,0.7,3576,389,85,2572,3046,499,31,20000,9500,29500,0.139541387
SIMUL,1,4,1,20,0.7,3479,450,95,2522,3067,376,36,20000,9250,29250,0.108077034
SIMUL,1,4,1,20,0.7,3449,414,99,2483,2996,417,36,20000,9250,29250,0.12090461
SIMUL,1,4,1,20,0.7,3547,402,98,2561,3061,444,42,20000,9600,29600,0.125176205
SIMUL,1,4,1,20,0.7,3528,416,98,2532,3046,448,34,20000,9600,29600,0.126984127
SIMUL,1,4,1,20,0.7,3502,354,87,2535,2976,484,42,20000,9200,29200,0.138206739
SIMUL,1,4,1,20,0.7,3468,399,96,2484,2979,457,32,20000,9400,29400,0.13177624
SIMUL,1,4,1,20,0.7,3527,341,80,2552,2973,520,34,20000,8900,28900,0.14743408
SIMUL,1,4,1,20,0.75,3750,350,79,2663,3092,614,44,20000,10250,30250,0.163733333
SIMUL,1,4,1,20,0.75,3762,337,89,2691,3117,604,41,20000,10400,30400,0.160552897
SIMUL,1,4,1,20,0.75,3760,361,101,2684,3146,581,33,20000,10500,30500,0.154521277
SIMUL,1,4,1,20,0.75,3802,392,97,2769,3258,510,34,20000,9850,29850,0.134139926
SIMUL,1,4,1,20,0.75,3775,379,88,2707,3174,567,34,20000,10400,30400,0.150198675
SIMUL,1,4,1,20,0.75,3701,374,89,2667,3130,530,41,20000,10050,30050,0.143204539
SIMUL,1,4,1,20,0.75,3803,359,78,2760,3197,571,35,20000,10100,30100,0.150144623
SIMUL,1,4,1,20,0.75,3735,352,99,2704,3155,542,38,20000,10050,30050,0.145113788
SIMUL,1,4,1,20,0.75,3714,375,92,2729,3196,481,37,20000,9450,29450,0.129509962
SIMUL,1,4,1,20,0.75,3763,315,80,2660,3055,665,43,20000,10850,30850,0.176720702
SIMUL,1,4,1,20,0.75,3727,339,94,2678,3111,588,28,20000,10150,30150,0.157767642
SIMUL,1,4,1,20,0.75,3705,339,77,2653,3069,596,40,20000,10050,30050,0.160863698
SIMUL,1,4,1,20,0.75,3720,369,80,2674,3123,559,38,20000,10250,30250,0.150268817
SIMUL,1,4,1,20,0.75,3744,337,94,2698,3129,581,34,20000,10200,30200,0.155181624
SIMUL,1,4,1,20,0.75,3764,325,76,2710,3111,611,42,20000,10050,30050,0.162327311
SIMUL,1,4,1,20,0.75,3758,338,81,2709,3128,596,34,20000,9850,29850,0.158594997
SIMUL,1,4,1,20,0.75,3738,326,101,2671,3098,601,39,20000,10600,30600,0.160781166
SIMUL,1,4,1,20,0.75,3730,376,104,2661,3141,556,33,20000,10650,30650,0.149061662
SIMUL,1,4,1,20,0.75,3770,376,90,2702,3168,564,38,20000,10200,30200,0.149602122
SIMUL,1,4,1,20,0.75,3766,345,85,2695,3125,601,40,20000,10200,30200,0.159585767
SIMUL,1,4,1,20,0.75,3765,362,86,2728,3176,552,37,20000,9950,29950,0.146613546
SIMUL,1,4,1,20,0.75,3769,408,96,2735,3239,487,43,20000,9900,29900,0.129211993
SIMUL,1,4,1,20,0.75,3762,355,93,2680,3128,591,43,20000,10700,30700,0.157097289
SIMUL,1,4,1,20,0.75,3769,432,89,2703,3224,512,33,20000,9800,29800,0.135845052
SIMUL,1,4,1,20,0.75,3778,382,101,2773,3256,489,33,20000,9800,29800,0.129433563
SIMUL,1,4,1,20,0.8,3987,365,86,2905,3356,596,35,20000,10750,30750,0.149485829
SIMUL,1,4,1,20,0.8,4007,350,82,2884,3316,646,45,20000,10800,30800,0.161217869
SIMUL,1,4,1,20,0.8,3990,288,87,2877,3252,691,47,20000,10700,30700,0.173182957
SIMUL,1,4,1,20,0.8,4002,303,78,2905,3286,678,38,20000,10550,30550,0.169415292
SIMUL,1,4,1,20,0.8,4023,307,75,2866,3248,729,46,20000,11250,31250,0.181208054
SIMUL,1,4,1,20,0.8,3987,365,86,2905,3356,596,35,20000,10750,30750,0.149485829
SIMUL,1,4,1,20,0.8,4040,279,71,2911,3261,746,33,20000,10900,30900,0.184653465
SIMUL,1,4,1,20,0.8,3978,369,101,2873,3343,596,39,20000,10850,30850,0.149824032
SIMUL,1,4,1,20,0.8,4015,358,93,2925,3376,596,43,20000,10450,30450,0.148443337
SIMUL,1,4,1,20,0.8,3984,341,77,2818,3236,702,46,20000,11450,31450,0.176204819
SIMUL,1,4,1,20,0.8,4025,335,73,2853,3261,720,44,20000,10850,30850,0.178881988
SIMUL,1,4,1,20,0.8,3974,326,74,2832,3232,703,39,20000,10800,30800,0.176899849
SIMUL,1,4,1,20,0.8,4010,319,91,2869,3279,688,43,20000,10850,30850,0.171571072
SIMUL,1,4,1,20,0.8,4023,354,99,2909,3362,623,38,20000,11050,31050,0.154859558
SIMUL,1,4,1,20,0.8,3962,331,83,2868,3282,639,41,20000,10450,30450,0.161282181
SIMUL,1,4,1,20,0.8,3961,391,108,2888,3387,527,47,20000,10650,30650,0.13304721
SIMUL,1,4,1,20,0.8,4020,306,84,2872,3262,718,40,20000,11450,31450,0.178606965
SIMUL,1,4,1,20,0.8,3956,302,79,2828,3209,706,41,20000,10600,30600,0.178463094
SIMUL,1,4,1,20,0.8,3990,315,83,2893,3291,659,40,20000,11050,31050,0.165162907
SIMUL,1,4,1,20,0.8,4040,358,79,2923,3360,641,39,20000,10750,30750,0.158663366
SIMUL,1,4,1,20,0.8,4007,296,87,2866,3249,716,42,20000,11200,31200,0.178687297
SIMUL,1,4,1,20,0.8,4016,289,76,2867,3232,741,43,20000,11000,31000,0.184511952
SIMUL,1,4,1,20,0.8,3971,353,80,2878,3311,628,32,20000,10500,30500,0.158146563
SIMUL,1,4,1,20,0.8,4016,310,74,2870,3254,712,50,20000,11100,31100,0.177290837
SIMUL,1,4,1,20,0.8,4031,314,74,2873,3261,737,33,20000,11250,31250,0.182833044
SIMUL,1,4,1,20,0.85,4244,315,86,3000,3401,800,43,20000,12200,32200,0.188501414
SIMUL,1,4,1,20,0.85,4284,293,77,3011,3381,858,45,20000,12350,32350,0.200280112
SIMUL,1,4,1,20,0.85,4296,290,76,3056,3422,833,41,20000,11750,31750,0.193901304
SIMUL,1,4,1,20,0.85,4224,281,70,2937,3288,890,46,20000,12550,32550,0.210700758
SIMUL,1,4,1,20,0.85,4208,303,75,3026,3404,763,41,20000,11300,31300,0.181321293
SIMUL,1,4,1,20,0.85,4238,273,78,3093,3444,757,37,20000,10850,30850,0.178621992
SIMUL,1,4,1,20,0.85,4271,286,86,3047,3419,809,43,20000,12000,32000,0.189416998
SIMUL,1,4,1,20,0.85,4208,308,80,3045,3433,739,36,20000,11500,31500,0.175617871
SIMUL,1,4,1,20,0.85,4275,324,74,3070,3468,763,44,20000,11500,31500,0.178479532
SIMUL,1,4,1,20,0.85,4244,291,75,2962,3328,877,39,20000,12400,32400,0.206644675
SIMUL,1,4,1,20,0.85,4258,273,70,3056,3399,814,45,20000,11650,31650,0.191169563
SIMUL,1,4,1,20,0.85,4234,303,75,3002,3380,814,40,20000,11600,31600,0.192253188
SIMUL,1,4,1,20,0.85,4234,314,71,2947,3332,848,54,20000,12400,32400,0.20028342
SIMUL,1,4,1,20,0.85,4257,292,79,3084,3455,761,41,20000,11600,31600,0.178764388
SIMUL,1,4,1,20,0.85,4277,285,76,3036,3397,835,45,20000,11950,31950,0.195230302
SIMUL,1,4,1,20,0.85,4331,272,65,3040,3377,915,39,20000,12450,32450,0.211267606
SIMUL,1,4,1,20,0.85,4252,271,57,2997,3325,882,45,20000,12300,32300,0.207431797
SIMUL,1,4,1,20,0.85,4256,309,73,3011,3393,817,46,20000,12100,32100,0.191964286
SIMUL,1,4,1,20,0.85,4271,313,87,3066,3466,767,38,20000,11950,31950,0.179583236
SIMUL,1,4,1,20,0.85,4244,250,71,2945,3266,928,50,20000,12750,32750,0.21866164
SIMUL,1,4,1,20,0.85,4245,316,91,3064,3471,727,47,20000,11300,31300,0.171260306
SIMUL,1,4,1,20,0.85,4262,297,81,3047,3425,791,46,20000,12050,32050,0.185593618
SIMUL,1,4,1,20,0.85,4297,324,70,3035,3429,819,49,20000,12150,32150,0.190598092
SIMUL,1,4,1,20,0.85,4210,283,79,2972,3334,838,38,20000,12050,32050,0.199049881
SIMUL,1,4,1,20,0.85,4248,297,69,3028,3394,799,55,20000,11650,31650,0.188088512
SIMUL,1,4,1,20,0.9,4489,251,74,3091,3416,1022,51,20000,13700,33700,0.227667632
SIMUL,1,4,1,20,0.9,4508,299,66,3199,3564,889,55,20000,12450,32450,0.197204969
SIMUL,1,4,1,20,0.9,4516,281,75,3250,3606,861,49,20000,12100,32100,0.190655447
SIMUL,1,4,1,20,0.9,4521,264,57,3167,3488,993,40,20000,12950,32950,0.219641672
SIMUL,1,4,1,20,0.9,4485,295,75,3170,3540,903,42,20000,12550,32550,0.201337793
SIMUL,1,4,1,20,0.9,4494,267,74,3177,3518,939,37,20000,12900,32900,0.20894526
SIMUL,1,4,1,20,0.9,4487,264,67,3127,3458,981,48,20000,13250,33250,0.218631602
SIMUL,1,4,1,20,0.9,4472,259,69,3135,3463,958,51,20000,12550,32550,0.214221825
SIMUL,1,4,1,20,0.9,4505,263,57,3146,3466,992,47,20000,12800,32800,0.220199778
SIMUL,1,4,1,20,0.9,4492,240,58,3150,3448,995,49,20000,12950,32950,0.221504898
SIMUL,1,4,1,20,0.9,4505,291,65,3207,3563,898,44,20000,12500,32500,0.199334073
SIMUL,1,4,1,20,0.9,4509,264,61,3221,3546,920,43,20000,12350,32350,0.204036372
SIMUL,1,4,1,20,0.9,4493,268,57,3161,3486,946,61,20000,12300,32300,0.210549744
SIMUL,1,4,1,20,0.9,4475,251,62,3107,3420,1000,55,20000,12550,32550,0.223463687
SIMUL,1,4,1,20,0.9,4536,244,54,3238,3536,957,43,20000,12700,32700,0.210978836
SIMUL,1,4,1,20,0.9,4468,261,68,3091,3420,993,55,20000,13500,33500,0.22224709
SIMUL,1,4,1,20,0.9,4514,216,47,3073,3336,1126,52,20000,13550,33550,0.249446167
SIMUL,1,4,1,20,0.9,4443,273,47,3190,3510,894,39,20000,11600,31600,0.201215395
SIMUL,1,4,1,20,0.9,4522,232,69,3179,3480,1000,42,20000,12650,32650,0.221141088
SIMUL,1,4,1,20,0.9,4505,255,60,3219,3534,923,48,20000,12150,32150,0.204883463
SIMUL,1,4,1,20,0.9,4514,216,47,3073,3336,1126,52,20000,13550,33550,0.249446167
SIMUL,1,4,1,20,0.9,4489,251,74,3091,3416,1022,51,20000,13700,33700,0.227667632
SIMUL,1,4,1,20,0.9,4487,283,76,3220,3579,857,51,20000,12150,32150,0.190996211
SIMUL,1,4,1,20,0.9,4489,270,73,3133,3476,969,44,20000,13450,33450,0.215860994
SIMUL,1,4,1,20,0.9,4508,251,68,3114,3433,1028,47,20000,13150,33150,0.228039042
SIMUL,1,4,1,20,0.95,4763,217,63,3323,3603,1117,43,20000,14250,34250,0.234516061
SIMUL,1,4,1,20,0.95,4737,203,47,3243,3493,1192,52,20000,14650,34650,0.251636057
SIMUL,1,4,1,20,0.95,4751,222,70,3249,3541,1163,47,20000,14450,34450,0.24479057
SIMUL,1,4,1,20,0.95,4748,268,67,3326,3661,1037,50,20000,13350,33350,0.218407751
SIMUL,1,4,1,20,0.95,4749,267,55,3317,3639,1062,48,20000,13700,33700,0.223626027
SIMUL,1,4,1,20,0.95,4757,258,70,3338,3666,1041,50,20000,13450,33450,0.2188354
SIMUL,1,4,1,20,0.95,4731,263,72,3311,3646,1034,51,20000,13950,33950,0.218558444
SIMUL,1,4,1,20,0.95,4758,245,57,3234,3536,1172,50,20000,14600,34600,0.246321984
SIMUL,1,4,1,20,0.95,4738,245,58,3268,3571,1118,49,20000,13350,33350,0.235964542
SIMUL,1,4,1,20,0.95,4764,230,57,3278,3565,1145,54,20000,14000,34000,0.240344249
SIMUL,1,4,1,20,0.95,4766,235,57,3304,3596,1114,56,20000,13750,33750,0.233738984
SIMUL,1,4,1,20,0.95,4750,240,59,3340,3639,1057,54,20000,13600,33600,0.222526316
SIMUL,1,4,1,20,0.95,4765,264,56,3404,3724,987,54,20000,12650,32650,0.207135362
SIMUL,1,4,1,20,0.95,4755,276,49,3348,3673,1032,50,20000,13800,33800,0.2170347
SIMUL,1,4,1,20,0.95,4746,240,57,3263,3560,1138,48,20000,14250,34250,0.239780868
SIMUL,1,4,1,20,0.95,4780,227,56,3290,3573,1157,50,20000,14350,34350,0.242050209
SIMUL,1,4,1,20,0.95,4754,216,47,3241,3504,1194,56,20000,14100,34100,0.25115692
SIMUL,1,4,1,20,0.95,4713,224,55,3231,3510,1148,55,20000,13650,33650,0.243581583
SIMUL,1,4,1,20,0.95,4734,288,61,3251,3600,1067,67,20000,14050,34050,0.22539079
SIMUL,1,4,1,20,0.95,4739,216,52,3262,3530,1147,62,20000,14150,34150,0.242034184
SIMUL,1,4,1,20,0.95,4754,234,53,3325,3612,1095,47,20000,13850,33850,0.230332352
SIMUL,1,4,1,20,0.95,4774,240,57,3295,3592,1125,57,20000,13850,33850,0.235651445
SIMUL,1,4,1,20,0.95,4765,233,52,3297,3582,1120,63,20000,13900,33900,0.235047219
SIMUL,1,4,1,20,0.95,4732,235,61,3294,3590,1089,53,20000,13700,33700,0.230135249
SIMUL,1,4,1,20,0.95,4765,268,66,3435,3769,947,49,20000,13150,33150,0.198740818
SIMUL,1,4,1,20,1,5000,212,51,3380,3643,1297,60,20000,15250,35250,0.2594
SIMUL,1,4,1,20,1,5000,218,48,3429,3695,1252,53,20000,14700,34700,0.2504
SIMUL,1,4,1,20,1,5000,217,55,3401,3673,1265,62,20000,15450,35450,0.253
SIMUL,1,4,1,20,1,5000,217,51,3424,3692,1247,61,20000,14450,34450,0.2494
SIMUL,1,4,1,20,1,5000,219,45,3414,3678,1266,56,20000,15200,35200,0.2532
SIMUL,1,4,1,20,1,5000,237,53,3449,3739,1202,59,20000,14850,34850,0.2404
SIMUL,1,4,1,20,1,5000,232,54,3470,3756,1188,56,20000,14500,34500,0.2376
SIMUL,1,4,1,20,1,5000,248,55,3491,3794,1160,46,20000,14300,34300,0.232
SIMUL,1,4,1,20,1,5000,192,33,3401,3626,1317,57,20000,14550,34550,0.2634
SIMUL,1,4,1,20,1,5000,260,64,3499,3823,1125,52,20000,14400,34400,0.225
SIMUL,1,4,1,20,1,5000,210,58,3460,3728,1211,61,20000,15050,35050,0.2422
SIMUL,1,4,1,20,1,5000,205,41,3331,3577,1363,60,20000,15500,35500,0.2726
SIMUL,1,4,1,20,1,5000,230,49,3342,3621,1326,53,20000,15850,35850,0.2652
SIMUL,1,4,1,20,1,5000,215,40,3424,3679,1263,58,20000,15500,35500,0.2526
SIMUL,1,4,1,20,1,5000,223,50,3497,3770,1173,57,20000,14300,34300,0.2346
SIMUL,1,4,1,20,1,5000,199,38,3397,3634,1318,48,20000,14450,34450,0.2636
SIMUL,1,4,1,20,1,5000,225,60,3507,3792,1148,60,20000,14400,34400,0.2296
SIMUL,1,4,1,20,1,5000,244,56,3481,3781,1173,46,20000,14800,34800,0.2346
SIMUL,1,4,1,20,1,5000,225,61,3419,3705,1237,58,20000,15100,35100,0.2474
SIMUL,1,4,1,20,1,5000,232,54,3470,3756,1188,56,20000,14500,34500,0.2376
SIMUL,1,4,1,20,1,5000,207,45,3400,3652,1293,55,20000,14850,34850,0.2586
SIMUL,1,4,1,20,1,5000,212,45,3416,3673,1272,55,20000,14900,34900,0.2544
SIMUL,1,4,1,20,1,5000,226,49,3510,3785,1163,52,20000,14450,34450,0.2326
SIMUL,1,4,1,20,1,5000,213,59,3415,3687,1257,56,20000,14950,34950,0.2514
SIMUL,1,4,1,20,1,5000,246,63,3533,3842,1102,56,20000,13750,33750,0.2204
AVG,1,4,1,10,0.05,251.36,248,0.32,2.2,250.52,0,0.84,20000,16,20016,0
AVG,1,4,1,10,0.1,495.4,457,4.84,30.52,492.36,0,3.04,20000,244,20244,0
AVG,1,4,1,10,0.15,760.2,597.32,28.64,130.04,756,0,4.2,20000,1444,21444,0
AVG,1,4,1,10,0.2,995.6,648.48,70.32,268.92,987.72,0,7.88,20000,3538,23538,0
AVG,1,4,1,10,0.25,1255.64,652.16,118.48,471.64,1242.28,2.76,10.6,20000,5974,25974,0.002198082
AVG,1,4,1,10,0.3,1502.6,628.64,143.96,692.96,1465.56,21.84,15.2,20000,7462,27462,0.014534806
AVG,1,4,1,10,0.35,1758.08,587,143.36,915.96,1646.32,93.08,18.68,20000,8156,28156,0.052944121
AVG,1,4,1,10,0.4,1994.32,521.12,128.52,1098.28,1747.92,223.32,23.08,20000,8746,28746,0.111978018
AVG,1,4,1,10,0.45,2249.68,460.72,114.68,1271.64,1847.04,376.28,26.36,20000,9618,29618,0.167259344
AVG,1,4,1,10,0.5,2513.08,393.96,96.56,1419.72,1910.24,569.84,33,20000,10610,30610,0.226749646
AVG,1,4,1,10,0.55,2755.72,340.48,81.96,1526.88,1949.32,769.6,36.8,20000,11992,31992,0.279273656
AVG,1,4,1,10,0.6,3000.04,298.64,71,1643.08,2012.72,946.4,40.92,20000,13192,33192,0.315462461
AVG,1,4,1,10,0.65,3252.92,271.6,64.2,1741.8,2077.6,1129.92,45.4,20000,14628,34628,0.347355607
AVG,1,4,1,10,0.7,3492.84,241.96,59.52,1844.84,2146.32,1297.28,49.24,20000,15838,35838,0.37141123
AVG,1,4,1,10,0.75,3747.04,226.04,53.56,1932,2211.6,1483.8,51.64,20000,17298,37298,0.39599257
AVG,1,4,1,10,0.8,4003.28,194.6,47.16,1999.04,2240.8,1704.88,57.6,20000,18904,38904,0.425870786
AVG,1,4,1,10,0.85,4249.6,190.08,43.56,2087.68,2321.32,1866.08,62.2,20000,20024,40024,0.439118976
AVG,1,4,1,10,0.9,4498.28,176.16,40.92,2147.8,2364.88,2065.4,68,20000,21234,41234,0.459153276
AVG,1,4,1,10,0.95,4750.6,162.88,37.48,2227.96,2428.32,2252.24,70.04,20000,22466,42466,0.474095904
AVG,1,4,1,10,1,5000,149.08,34.36,2274.88,2458.32,2466.2,75.48,20000,23490,43490,0.49324
AVG,1,4,1,20,0.05,247.16,242.72,0.16,3.16,246.04,0,1.12,20000,8,20008,0
AVG,1,4,1,20,0.1,491.76,442.52,2.2,44,488.72,0,3.04,20000,110,20110,0
AVG,1,4,1,20,0.15,751.48,576.76,12.48,157.92,747.16,0,4.32,20000,628,20628,0
AVG,1,4,1,20,0.2,999.68,625.96,33.4,334.4,993.76,0,5.92,20000,1680,21680,0
AVG,1,4,1,20,0.25,1248.08,644.16,66.32,530.16,1240.64,0.08,7.36,20000,3326,23326,6.41E-05
AVG,1,4,1,20,0.3,1499.04,638.32,96.68,753.64,1488.64,0.28,10.12,20000,4868,24868,0.000186786
AVG,1,4,1,20,0.35,1741.72,633,120.24,974.72,1727.96,2.08,11.68,20000,6076,26076,0.001194222
AVG,1,4,1,20,0.4,2005.6,618.32,138.64,1224.56,1981.52,9.76,14.32,20000,7062,27062,0.004866374
AVG,1,4,1,20,0.45,2261.28,597.84,141.56,1478.04,2217.44,24.48,19.36,20000,7402,27402,0.010825727
AVG,1,4,1,20,0.5,2504.28,569.96,137.12,1709.96,2417.04,65.64,21.6,20000,7594,27594,0.026211127
AVG,1,4,1,20,0.55,2748.12,537.64,133.24,1933.12,2604,120.8,23.32,20000,7912,27912,0.043957324
AVG,1,4,1,20,0.6,2995.12,489.48,121,2144.16,2754.64,212.96,27.52,20000,8290,28290,0.071102326
AVG,1,4,1,20,0.65,3251.04,438.16,109.64,2348.32,2896.12,324.28,30.64,20000,8738,28738,0.099746543
AVG,1,4,1,20,0.7,3511.64,395.08,94.16,2530.68,3019.92,455.36,36.36,20000,9472,29472,0.129671606
AVG,1,4,1,20,0.75,3753.2,360.12,89.56,2700.16,3149.84,565.96,37.4,20000,10170,30170,0.150793989
AVG,1,4,1,20,0.8,4000.6,328.96,83.2,2878.32,3290.48,669.36,40.76,20000,10880,30880,0.167314903
AVG,1,4,1,20,0.85,4254.72,294.52,75.64,3023.08,3393.24,817.76,43.72,20000,11934,31934,0.192200662
AVG,1,4,1,20,0.9,4497.04,260.36,64,3157.16,3481.52,967.68,47.84,20000,12802,32802,0.215181542
AVG,1,4,1,20,0.95,4751.52,242.16,58.16,3298.68,3599,1099.92,52.6,20000,13862,33862,0.231488029
AVG,1,4,1,20,1,5000,222.56,51.08,3438.4,3712.04,1232.24,55.72,20000,14800,34800,0.246448
AVG,1,0,0,10,0.05,,,,,,,,,,,0.231301939
AVG,1,0,0,10,0.1,,,,,,,,,,,0.284090909
AVG,1,0,0,10,0.15,,,,,,,,,,,0.306113537
AVG,1,0,0,10,0.2,,,,,,,,,,,0.290850722
AVG,1,0,0,10,0.25,,,,,,,,,,,0.315461684
AVG,1,0,0,10,0.3,,,,,,,,,,,0.318502203
AVG,1,0,0,10,0.35,,,,,,,,,,,0.339165545
AVG,1,0,0,10,0.4,,,,,,,,,,,0.347921595
AVG,1,0,0,10,0.45,,,,,,,,,,,0.367034963
AVG,1,0,0,10,0.5,,,,,,,,,,,0.390974441
AVG,1,0,0,10,0.55,,,,,,,,,,,0.400680355
AVG,1,0,0,10,0.6,,,,,,,,,,,0.404215197
AVG,1,0,0,10,0.65,,,,,,,,,,,0.440184049
AVG,1,0,0,10,0.7,,,,,,,,,,,0.451582605
AVG,1,0,0,10,0.75,,,,,,,,,,,0.472567472
AVG,1,0,0,10,0.8,,,,,,,,,,,0.489862328
AVG,1,0,0,10,0.85,,,,,,,,,,,0.491870238
AVG,1,0,0,10,0.9,,,,,,,,,,,0.489271661
AVG,1,0,0,10,0.95,,,,,,,,,,,0.527282929
AVG,1,0,0,10,1,,,,,,,,,,,0.535733333
AVG,1,0,0,20,0.05,,,,,,,,,,,0.111716621
AVG,1,0,0,20,0.1,,,,,,,,,,,0.13820598
AVG,1,0,0,20,0.15,,,,,,,,,,,0.124669604
AVG,1,0,0,20,0.2,,,,,,,,,,,0.14535267
AVG,1,0,0,20,0.25,,,,,,,,,,,0.150537634
AVG,1,0,0,20,0.3,,,,,,,,,,,0.16076534
AVG,1,0,0,20,0.35,,,,,,,,,,,0.159901831
AVG,1,0,0,20,0.4,,,,,,,,,,,0.170486866
AVG,1,0,0,20,0.45,,,,,,,,,,,0.18224643
AVG,1,0,0,20,0.5,,,,,,,,,,,0.190172643
AVG,1,0,0,20,0.55,,,,,,,,,,,0.196187932
AVG,1,0,0,20,0.6,,,,,,,,,,,0.21269771
AVG,1,0,0,20,0.65,,,,,,,,,,,0.223245925
AVG,1,0,0,20,0.7,,,,,,,,,,,0.232524964
AVG,1,0,0,20,0.75,,,,,,,,,,,0.247263017
AVG,1,0,0,20,0.8,,,,,,,,,,,0.262286861
AVG,1,0,0,20,0.85,,,,,,,,,,,0.269272955
AVG,1,0,0,20,0.9,,,,,,,,,,,0.275757576
AVG,1,0,0,20,0.95,,,,,,,,,,,0.282783729
AVG,1,0,0,20,1,,,,,,,,,,,0.299666667
